公司代码,公司名称,行业,后台节点ID,后台节点名称,L1,L2,L3,L4,L5,L6,L7,L8证据清单,L8证据状态,当前映射关键词,证据缺口,映射状态,置信度,映射来源,规则来源,映射证据ID数,直接L8证据数,映射ID
001267,汇绿生态,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_001267_ai_compute_application
001339,智微智能,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_001339_ai_compute_application
002017,东信和平,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,智能,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,智能；应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002017_ai_compute_application
002063,远光软件,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002063_ai_compute_application
002065,东华软件,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,应用,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002065_ai_compute_application
002104,恒宝股份,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；智能；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_002104_ai_compute_application
002151,北斗星通,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,应用,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002151_ai_compute_application
002152,广电运通,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002152_ai_compute_application
002153,石基信息,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002153_ai_compute_application
002161,远望谷,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；智能；应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_002161_ai_compute_application
002178,延华智能,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,智能,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,智能；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002178_ai_compute_application
002180,奔图科技,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002180_ai_compute_application
002194,武汉凡谷,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002194_ai_compute_application
002195,岩山科技,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002195_ai_compute_application
002197,证通电子,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002197_ai_compute_application
002230,科大讯飞,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,应用,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002230_ai_compute_application
002232,启明信息,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,应用,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_002232_ai_compute_application
